Name,Description,Muscles Involved,Related Conditions,Structures Involved,URL
Hammer Curl,This is a strengthening exercise for the elbow flexors. This exercise may be completed while sitting or standing. Start by holding a dumbbell in mid-pronation (thumbs up grip). Start with your elbows directly below your shoulder. Bend the elbow to raise the weight without shifting the elbow forwards or backwards. Keep the core braced to hold a neutral spine. Isolate the elbow flexors by keeping the shoulder in a single position without allowing it to roll inwards or backwards. Lower the weight to complete a repetition.,"Biceps BrachiiLong Head Biceps, Long Head Biceps, Brachialis","Biceps Tendinitis, SLAP Lesion, Brachialis Strain, Biceps Strain, Long Head Biceps Tendon Instability",N/A,https://www.rehabhero.ca/exercise/hammer-curl
Dumbbell Punch,This is a strengthening exercise for the shoulder and elbow flexors. This exercise may be completed while sitting or standing. Start by holding a dumbbell and bending the elbow to 90 degrees. Raise the elbow to shoulder height while simultaneously straightening out the elbow. The raised position will have the fist directly in front of the shoulder. Briefly hold this position for 1-2 seconds and then lower the weight back down to starting position.,"Biceps BrachiiLong Head Biceps, Long Head Biceps, Anterior Deltoids, Coracobrachialis, Brachialis","Biceps Tendinitis, SLAP Lesion, Brachialis Strain, Biceps Strain, Long Head Biceps Tendon Instability",N/A,https://www.rehabhero.ca/exercise/dumbbell-punch
Biceps Curl,This is an elbow flexion strengthening exercise. This exercise may be completed seated or standing. Start with your elbows directly below your shoulder. Bend the elbow to raise the weight without shifting the elbow forwards or backwards. Keep the core braced to hold a neutral spine. Isolate the elbow flexors by keeping the shoulder in a single position without allowing it to roll inwards or backwards. Lower the weight to complete a repetition.,"Biceps Brachii, Brachialis","Biceps Tendinitis, SLAP Lesion, Brachialis Strain, Biceps Strain, Long Head Biceps Tendon Instability",N/A,https://www.rehabhero.ca/exercise/biceps-curl
Advanced Fire Hydrant,"The advanced fire hydrant is an exercise progression of the FIRE HYDRANT exercise and is a hip abductor strengthening exercise. Start on your hands and knees (quadruped position) and raise one leg up beside you without twisting through the pelvis or spine. Once the hip is maximally abducted, extend the knee to straighten out the leg. Hold for up to 5 seconds and  bend the knee before slowly tucking the leg back under your pelvic. Repeat as required.","GlutesGluteus MaximusGluteus Medius, Gluteus Maximus, Gluteus Medius, Piriformis","Greater Trochanteric Pain Syndrome, External Snapping Hip Syndrome, Glute Amnesia / Gluteal Amnesia, Sacroiliac Joint Syndrome, Hip Osteoarthritis, ITB Syndrome, Hip Impingement, Greater Trochanteric Bursitis, Piriformis Syndrome",N/A,https://www.rehabhero.ca/exercise/advanced-fire-hydrant
Dumbbell Donkey Kick,This is a strengthening exercise for the knee flexors and hip extensors. Start in quadruped position with a dumbbell held behind your knee. Maintain a strong compression of the weight as you extend the hip to lift the weight. Lower the thigh to complete a repetition.,"HamstringsBiceps FemorisSemimembranosusSemitendinosus, Biceps Femoris, Semimembranosus, Semitendinosus, Gluteus Maximus, Posterior Head Adductor Magnus","Lower Cross Syndrome, Hamstrings Strain / Hamstrings Chronic Strain, Hamstrings Tendinitis, Yoga Butt, Posterior Chain Dysfunction, Superficial Back Line Dysfunction",N/A,https://www.rehabhero.ca/exercise/dumbbell-donkey-kick
Hamstring Curl,This is an open chain hamstring strengthening exercise. To start lie down on your stomach on a stable bench and hold a dumbbell with your feet. Bend your knees to lift the weight up and straighten them to lower the weight to complete a repetition.,"HamstringsBiceps FemorisSemitendinosusSemimembranosus, Biceps Femoris, Semitendinosus, Semimembranosus","Lower Cross Syndrome, Hamstrings Strain / Hamstrings Chronic Strain, Hamstrings Tendinitis, Yoga Butt, Posterior Chain Dysfunction, Superficial Back Line Dysfunction",N/A,https://www.rehabhero.ca/exercise/hamstring-curl
Side Lean Wall Slide,This is a strengthening and active assisted shoulder abduction to resisted adduction exercise. Start by aligning your body to standing in the direction parallel to the wall. Stand at arm’s length from the wall with your palm on a towel or slider disk. Slowly lean towards the wall while simultaneously sliding the hand up the wall. Then return the body back to standing position by pushing the hand downwards on the wall. Do not use momentum from the hips to return to standing position but instead rely on the downward pull of the arm to push the body to an upright position.,"Latissimus Dorsi, Teres Major","Rotator Cuff Tendinitis / Rotator Cuff Tear, Medial Border Scapular Winging / Scapular Dyskinesia, Subacromial Impingement / Shoulder Impingement, Dynamic Shoulder Instability, AC Joint Sprain, Osteolysis of the Distal Clavicle",N/A,https://www.rehabhero.ca/exercise/side-lean-wall-slide
Wall Crawl,"This is a shoulder stability exercise that is used to strengthen the rotator cuff and scapular protractors. Loop a mini band around your hands or wrists and place your elbows on a wall. Start with your hands just below shoulder height. Slowly slide your hand outwards and upwards in a C-shaped pattern one hand at a time, and continue to move upwards until you can’t reach higher without lifting the elbows off of the wall. Repeat this motion downwards back to starting position. You may alternatively hold a different type of exercise band in your hands if you don’t have a mini band.","Rotator Cuff, Serratus Anterior, Lower Trapezius, Upper Trapezius","Rotator Cuff Tendinitis / Rotator Cuff Tear, Medial Border Scapular Winging / Scapular Dyskinesia, Subacromial Impingement / Shoulder Impingement, Dynamic Shoulder Instability, AC Joint Sprain, Osteolysis of the Distal Clavicle",N/A,https://www.rehabhero.ca/exercise/wall-crawl
Spider Wall Walk,"This is a shoulder stability exercise that is used to strengthen the rotator cuff and scapular protractors. Loop a mini band around your hands or wrists and place your fingers on a wall. Start with your hands just below shoulder height and with a soft bend in the elbows. Slowly lift your hand up one hand at a time to crawl them up the wall, and return them back down to starting position to complete a repetition.","Rotator Cuff, Serratus Anterior, Lower Trapezius, Upper Trapezius","Rotator Cuff Tendinitis / Rotator Cuff Tear, Medial Border Scapular Winging / Scapular Dyskinesia, Subacromial Impingement / Shoulder Impingement, Dynamic Shoulder Instability, AC Joint Sprain, Osteolysis of the Distal Clavicle",N/A,https://www.rehabhero.ca/exercise/spider-wall-walk
Foam Roller Wall Slide,This is a strengthening and stability exercise for the shoulder protractors and up rotators. Place a foam roller between the forearms and the wall at just below shoulder height. Push the elbows into the foam roller by pushing your shoulder blades forwards. Maintain this pressure as you roll the foam roller upwards and back downwards to starting position.,"Serratus Anterior, Lower Trapezius, Upper Trapezius","Winged Scapula / Scapular Winging, Scapular Dyskinesis, Shoulder Impingement, Upper Cross Syndrome, AC Joint Sprain, Rotator Cuff Tendinitis / Rotator Cuff Tear",N/A,https://www.rehabhero.ca/exercise/foam-roller-wall-slide
Abduction Wall Slide,This is a resisted range of motion exercise that uses friction as a resistance. Place a towel between your hands and the wall and stand so that you are facing parallel to the wall. Compress the towel and slide your hand up and down within a tolerable range of motion.,"Rotator Cuff, Lateral Deltoid","Rotator Cuff Tendinitis / Rotator Cuff Tear, Subacromial Impingement / Shoulder Impingement, Dynamic Shoulder Instability, AC Joint Sprain, Osteolysis of the Distal Clavicle",N/A,https://www.rehabhero.ca/exercise/abduction-wall-slide
Wax On Wax Off,"This is a shoulder stability exercise that is used to strengthen the rotator cuff and scapular protractors. Loop a mini band around your hands or wrists and place your palms on a wall. Start with your hands just below shoulder height and with a soft bend in the elbows. Slowly slide your hand outwards and upwards in a C-shaped pattern one hand at a time, and return them back down to starting position to complete a repetition. You may alternatively hold a different type of exercise band in your hands if you don’t have a mini band.","Rotator Cuff, Serratus Anterior","Rotator Cuff Tendinitis / Rotator Cuff Tear, Medial Border Scapular Winging / Scapular Dyskinesia, Subacromial Impingement / Shoulder Impingement, Dynamic Shoulder Instability, AC Joint Sprain, Osteolysis of the Distal Clavicle",N/A,https://www.rehabhero.ca/exercise/wax-on-wax-off
Adductor Squeeze Bridge Kick,"This is a hip adductor strengthening exercise that is used to build knee and hip stability. Place a yoga block or foam roller between the knees and squeeze it with a high amount of effort while laying in crook position (on your back with knees bent). Place your feet about hip distance apart. While maintaining a strong squeeze, lift the pelvis off of the floor while maintaining a neutral spine. Lift one leg off of the ground by extending the knee and hold for 2 seconds then lower the pelvis back down to the ground.","Hip AdductorsAdductor MagnusAdductor LongusAdductor Brevis, Adductor Magnus, Adductor Longus, Adductor Brevis, Pectineus, Gracilis","Groin Strain, Hip Adductor Strain, Pes Anserine Bursitis, Knocked Knees / Genu Valgum",N/A,https://www.rehabhero.ca/exercise/adductor-squeeze-bridge-kick
Adductor Squeeze Bridge,"This is a hip adductor strengthening exercise that is used to build knee and hip stability. Place a yoga block or foam roller between the knees and squeeze it with a high amount of effort while laying in crook position (on your back with knees bent). Place your feet about hip distance apart. While maintaining a strong squeeze, lift the pelvis off of the floor while maintaining a neutral spine. Hold for 2 seconds then lower the pelvis back down to the ground.","Hip AdductorsAdductor MagnusAdductor LongusAdductor Brevis, Adductor Magnus, Adductor Longus, Adductor Brevis, Pectineus, Gracilis","Groin Strain, Hip Adductor Strain, Pes Anserine Bursitis, Knocked Knees / Genu Valgum",N/A,https://www.rehabhero.ca/exercise/adductor-squeeze-bridge
Groin Rock Back,This is a hip mobility exercise that targets the muscles of the inner thigh. Start in a modified quadruped position with the outstretched leg being the target leg. You may support your upper body with your hands or elbows. Put the straight leg in a position where a light stretch can be felt at the starting position. Slowly rock the hips back to increase the stretch felt in the groin and inner thigh muscles. You may hold this position for 5-10 seconds and then slowly return to the starting position.,"Hip AdductorsAdductor MagnusAdductor LongusAdductor Brevis, Adductor Magnus, Adductor Longus, Adductor Brevis, Pectineus, Gracilis","Groin Strain, Hip Adductor Strain, Pes Anserine Bursitis, Knocked Knees / Genu Valgum",N/A,https://www.rehabhero.ca/exercise/groin-rock-back
Seal Row,"This is a strengthening exercise for the back muscles. This exercise uses a bench to stabilize the thoracic spine allowing for increased isolation of the scapular muscles. Place a bench on a 45 lbs plates to elevate it off the floor and lie down on it with your chest. Hold onto two dumbbells and row the weight by pulling it upwards towards the body. Focus on squeezing the shoulder blades downwards and back, and lead the movement with your elbows. Be sure to keep the chest on the bench to limit thoracic hyperextension.","Rhomboids, Middle Trapezius, Latissimus Dorsi, Biceps Brachii","Rhomboid Strain, Upper Cross Syndrome, Forward Head Posture, Text Neck, Scapular Dyskinesia",N/A,https://www.rehabhero.ca/exercise/seal-row
